Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
381,IND26226,38%,0.46,2,145,3,,1,,hr,medium,Left,0.38
382,IND37137,45%,0.48,2,144,3,,1,,marketing,medium,Left,0.45
383,IND13629,38%,0.51,2,159,3,,1,,sales,medium,Left,0.38
384,IND31613,36%,0.48,2,156,3,,1,,accounting,high,Left,0.36
385,IND38501,75%,0.9,5,256,5,,1,,support,low,Left,0.75
386,IND01958,10%,0.93,6,298,4,,1,,technical,medium,Left,0.1
387,IND10086,10%,0.97,6,247,4,,1,,management,medium,Left,0.1
388,IND24010,45%,0.5,2,157,3,,1,,marketing,medium,Left,0.45
389,IND27604,42%,0.57,2,154,3,1,1,,marketing,medium,Left,0.42
390,IND27827,78%,1,4,253,5,,1,,marketing,low,Left,0.78
391,IND42944,45%,0.55,2,148,3,,1,,sales,low,Left,0.45
392,IND31899,84%,1,4,261,5,,1,,sales,low,Left,0.84
393,IND02723,11%,0.93,6,282,4,,1,,sales,low,Left,0.11
394,IND10009,42%,0.56,2,133,3,,1,,sales,low,Left,0.42
395,IND05076,45%,0.46,2,128,3,,1,,sales,low,Left,0.45
396,IND44741,46%,0.57,2,139,3,,1,,sales,low,Left,0.46
397,IND10776,9%,0.79,6,293,5,,1,,sales,low,Left,0.09
398,IND36436,87%,0.83,4,265,6,,1,,sales,low,Left,0.87
399,IND41623,10%,0.87,6,250,4,,1,,sales,low,Left,0.1
400,IND25674,91%,1,5,251,6,,1,,sales,low,Left,0.91
401,IND01773,76%,0.92,4,246,5,,1,,sales,low,Left,0.76
402,IND03668,74%,1,5,275,5,,1,,sales,low,Left,0.74
403,IND34514,92%,0.93,5,240,5,,1,,sales,low,Left,0.92
404,IND44563,76%,0.87,5,245,5,,1,,sales,low,Left,0.76
405,IND05806,47%,0.5,4,254,4,,1,,sales,low,Left,0.47
406,IND36010,73%,0.99,5,241,5,,1,,sales,low,Left,0.73
407,IND06087,9%,0.94,6,257,4,,1,,sales,low,Left,0.09
408,IND37459,91%,0.92,4,246,5,,1,,sales,low,Left,0.91
409,IND22464,82%,0.98,4,233,5,,1,,sales,low,Left,0.82
410,IND41760,28%,0.45,6,218,4,,1,,accounting,low,Left,0.28
411,IND37034,84%,0.99,4,262,6,,1,,accounting,medium,Left,0.84
412,IND18121,45%,0.53,2,138,3,,1,,accounting,medium,Left,0.45
413,IND33996,45%,0.54,2,142,3,,1,,hr,medium,Left,0.45
414,IND0350,91%,0.97,5,233,5,,1,,hr,medium,Left,0.91
415,IND35777,42%,0.48,2,155,3,,1,,hr,medium,Left,0.42
416,IND21927,82%,1,4,229,6,,1,,hr,medium,Left,0.82
417,IND36809,11%,0.9,6,264,4,,1,,technical,medium,Left,0.11
418,IND09677,42%,0.53,3,199,4,,1,,technical,medium,Left,0.42
419,IND08739,82%,0.85,4,223,5,,1,,technical,medium,Left,0.82
420,IND15989,9%,0.96,6,268,4,,1,,technical,medium,Left,0.09
421,IND38180,10%,0.94,6,287,4,,1,,technical,medium,Left,0.1
422,IND42344,86%,1,5,257,5,,1,,technical,medium,Left,0.86
423,IND08064,40%,0.46,2,143,3,,1,,technical,high,Left,0.4
424,IND37269,45%,0.46,2,130,3,,1,,technical,low,Left,0.45
425,IND42385,42%,0.51,2,136,3,,1,,technical,medium,Left,0.42
426,IND05142,74%,0.92,4,261,5,,1,,technical,medium,Left,0.74
427,IND36170,55%,0.6,3,180,4,,1,,technical,medium,Left,0.55
428,IND36678,37%,0.45,2,126,3,,1,,support,medium,Left,0.37
429,IND05300,41%,0.52,2,127,3,1,1,,support,low,Left,0.41
430,IND36918,89%,0.65,5,195,6,,1,,support,low,Left,0.89
431,IND15685,41%,0.57,2,160,3,,1,,support,low,Left,0.41
432,IND18291,44%,0.51,2,150,3,,1,,support,low,Left,0.44
433,IND39292,87%,0.84,4,264,6,,1,,support,low,Left,0.87
434,IND16653,10%,0.84,6,309,4,,1,,support,low,Left,0.1
435,IND23120,41%,0.47,2,135,3,,1,,support,low,Left,0.41
436,IND30329,11%,0.85,6,261,4,,1,,support,low,Left,0.11
437,IND02012,43%,0.53,2,160,3,,1,,support,low,Left,0.43
438,IND14328,77%,0.9,4,237,5,,1,,support,low,Left,0.77
439,IND19845,41%,0.52,2,136,3,,1,,technical,low,Left,0.41
440,IND27485,41%,0.48,2,139,3,,1,,technical,low,Left,0.41
441,IND06978,36%,0.78,2,151,4,,1,,technical,low,Left,0.36
442,IND20346,77%,1,5,229,5,,1,,management,low,Left,0.77
443,IND26050,81%,0.98,5,245,5,,1,,IT,low,Left,0.81
444,IND12047,39%,0.54,2,127,3,,1,,IT,low,Left,0.39
445,IND23467,9%,0.94,6,283,5,,1,,IT,low,Left,0.09
446,IND05879,44%,0.46,2,143,3,,1,,IT,low,Left,0.44
447,IND32980,10%,0.84,5,298,4,,1,,IT,low,Left,0.1
448,IND04065,36%,0.48,2,159,3,,1,,product_mng,low,Left,0.36
449,IND08523,81%,0.92,5,239,5,,1,,product_mng,low,Left,0.81
450,IND18383,81%,0.9,4,226,5,,1,,product_mng,medium,Left,0.81
451,IND10597,85%,0.98,5,248,5,,1,,product_mng,medium,Left,0.85
452,IND21832,10%,0.87,6,286,4,,1,,IT,medium,Left,0.1
453,IND42704,37%,0.54,2,145,3,,1,,RandD,medium,Left,0.37
454,IND24889,9%,0.97,7,254,4,1,1,,RandD,medium,Left,0.09
455,IND42455,44%,0.53,2,127,3,,1,,RandD,medium,Left,0.44
456,IND13842,86%,0.93,5,223,5,,1,,RandD,medium,Left,0.86
457,IND21827,77%,1,4,255,5,,1,,RandD,medium,Left,0.77
458,IND33940,41%,0.48,2,136,3,,1,,marketing,medium,Left,0.41
459,IND35104,40%,0.48,2,137,3,,1,,sales,medium,Left,0.4
460,IND12113,43%,0.49,2,135,3,,1,,accounting,medium,Left,0.43
461,IND19427,43%,0.5,2,137,3,,1,,support,medium,Left,0.43
462,IND37240,80%,0.53,3,255,5,,1,,technical,high,Left,0.8
463,IND42009,80%,0.85,4,273,5,,1,,management,low,Left,0.8
464,IND05309,82%,0.98,5,234,5,,1,,marketing,medium,Left,0.82
465,IND25359,37%,0.54,2,152,3,,1,,marketing,medium,Left,0.37
466,IND06000,37%,0.48,2,134,3,,1,,marketing,medium,Left,0.37
467,IND24351,9%,0.95,6,292,4,,1,,sales,medium,Left,0.09
468,IND07890,90%,0.92,5,245,5,,1,,sales,low,Left,0.9
469,IND08028,41%,0.52,2,159,3,,1,,sales,low,Left,0.41
470,IND24567,10%,0.85,6,260,4,,1,,sales,low,Left,0.1
471,IND43807,44%,0.53,2,149,3,,1,,sales,low,Left,0.44
472,IND17425,89%,0.85,5,266,5,,1,,sales,low,Left,0.89
473,IND19288,42%,0.56,2,149,3,,1,,sales,low,Left,0.42
474,IND17008,87%,1,5,242,5,,1,,sales,low,Left,0.87
475,IND15254,45%,0.57,2,134,3,,1,,sales,low,Left,0.45
476,IND10863,11%,0.87,5,271,4,,1,,sales,low,Left,0.11
477,IND22262,9%,0.79,6,275,4,,1,,sales,low,Left,0.09
478,IND34043,76%,0.83,5,227,5,,1,,sales,low,Left,0.76
479,IND31522,11%,0.96,7,277,5,,1,,sales,low,Left,0.11
480,IND24223,37%,0.49,2,151,3,,1,,sales,low,Left,0.37
481,IND36904,10%,0.79,6,274,4,,1,,sales,low,Left,0.1
482,IND10536,77%,0.87,4,242,6,,1,,sales,low,Left,0.77
483,IND25101,42%,0.54,2,143,3,1,1,,sales,low,Left,0.42
484,IND17067,38%,0.52,2,145,3,,1,,sales,low,Left,0.38
485,IND22772,32%,0.95,5,172,2,,1,,sales,low,Left,0.32
486,IND23388,38%,0.49,2,135,3,,1,,accounting,low,Left,0.38
487,IND37431,19%,1,4,192,4,,1,,accounting,low,Left,0.19
488,IND38560,10%,0.83,7,276,4,,1,,accounting,low,Left,0.1
489,IND13288,76%,0.88,4,206,4,,1,,hr,medium,Left,0.76
490,IND32351,53%,0.56,4,281,6,,1,,hr,medium,Left,0.53
491,IND26529,39%,0.51,2,151,3,,1,,hr,medium,Left,0.39
492,IND01418,11%,0.83,6,244,4,,1,,hr,medium,Left,0.11
493,IND04738,10%,0.94,6,309,4,,1,,technical,medium,Left,0.1
494,IND40609,84%,1,5,218,5,,1,,technical,medium,Left,0.84
495,IND27440,82%,0.99,4,263,6,,1,,technical,medium,Left,0.82
496,IND05665,10%,0.82,6,244,4,,1,,technical,medium,Left,0.1
497,IND44483,59%,0.49,7,263,4,,1,,technical,medium,Left,0.59
498,IND01324,44%,0.48,2,143,3,,1,,technical,medium,Left,0.44
499,IND02691,89%,0.95,2,181,5,,1,,technical,medium,Left,0.89
500,IND30703,91%,0.84,5,265,5,,1,,technical,medium,Left,0.91
501,IND09106,66%,0.57,5,161,5,,1,,technical,high,Left,0.66
502,IND05801,11%,0.87,7,282,5,,1,,technical,low,Left,0.11
503,IND14500,43%,0.51,2,155,3,,1,,technical,medium,Left,0.43
504,IND33314,78%,0.83,4,217,6,,1,,support,medium,Left,0.78
505,IND34692,11%,0.97,6,289,5,,1,,support,medium,Left,0.11
506,IND35202,83%,0.98,4,259,5,,1,,support,medium,Left,0.83
507,IND18498,39%,0.54,2,158,3,,1,,support,low,Left,0.39
508,IND37090,38%,0.55,2,158,3,,1,,support,low,Left,0.38
509,IND02881,37%,0.57,2,155,3,,1,,support,low,Left,0.37
510,IND08688,44%,0.48,2,146,3,,1,,support,low,Left,0.44
511,IND18973,53%,0.85,2,164,5,,1,,support,low,Left,0.53
512,IND37820,9%,0.96,6,259,4,,1,,support,low,Left,0.09
513,IND40754,11%,0.89,6,293,4,,1,,support,low,Left,0.11
514,IND36953,83%,0.96,5,275,5,,1,,support,low,Left,0.83
515,IND02938,88%,1,5,219,6,1,1,,technical,low,Left,0.88
516,IND27246,10%,0.89,6,247,4,,1,,technical,low,Left,0.1
517,IND06039,9%,0.86,7,309,4,,1,,technical,low,Left,0.09
518,IND19162,44%,0.54,2,151,3,,1,,management,low,Left,0.44
519,IND20583,39%,0.51,2,129,3,,1,,IT,low,Left,0.39
520,IND03238,87%,0.94,4,274,5,,1,,IT,low,Left,0.87
521,IND07968,74%,0.99,4,233,5,,1,,IT,low,Left,0.74
522,IND22029,10%,0.95,7,289,4,,1,,IT,low,Left,0.1
523,IND05649,74%,0.82,4,239,6,,1,,IT,low,Left,0.74
524,IND11090,75%,0.99,5,221,5,,1,,product_mng,low,Left,0.75
525,IND23958,41%,0.56,2,150,3,,1,,product_mng,low,Left,0.41
526,IND27981,41%,0.45,2,144,3,1,1,,product_mng,low,Left,0.41
527,IND28838,9%,0.9,7,289,4,,1,,product_mng,low,Left,0.09
528,IND20591,9%,0.8,6,301,5,,1,,IT,medium,Left,0.09
529,IND06641,39%,0.57,2,145,3,,1,,accounting,medium,Left,0.39
530,IND30303,40%,0.56,2,137,3,,1,,accounting,medium,Left,0.4
531,IND12568,37%,0.54,2,131,3,1,1,,hr,medium,Left,0.37
532,IND09205,10%,0.84,6,246,4,,1,,hr,medium,Left,0.1
533,IND12188,43%,0.51,2,136,3,,1,,hr,medium,Left,0.43
534,IND12244,75%,0.85,5,240,6,1,1,,marketing,medium,Left,0.75
535,IND26251,37%,0.56,2,156,3,,1,,sales,medium,Left,0.37
536,IND15398,11%,0.85,6,305,4,,1,,accounting,medium,Left,0.11
537,IND05168,45%,0.45,2,154,3,1,1,,support,medium,Left,0.45
538,IND21695,87%,1,5,261,5,1,1,,technical,medium,Left,0.87
539,IND30407,11%,0.94,7,244,4,,1,,management,medium,Left,0.11
540,IND08180,45%,0.54,2,129,3,,1,,marketing,high,Left,0.45
541,IND34994,81%,0.87,4,254,5,,1,,marketing,low,Left,0.81
542,IND06513,77%,0.91,5,236,5,,1,,marketing,medium,Left,0.77
543,IND13049,89%,0.92,5,237,5,,1,,sales,medium,Left,0.89
544,IND24284,43%,0.49,2,135,3,,1,,sales,medium,Left,0.43
545,IND40912,78%,1,5,236,5,,1,,sales,medium,Left,0.78
546,IND41986,37%,0.47,2,149,3,,1,,sales,low,Left,0.37
547,IND16256,37%,0.5,2,141,3,,1,,sales,low,Left,0.37
548,IND01894,85%,0.82,4,270,5,,1,,sales,low,Left,0.85
549,IND22318,41%,0.47,2,138,3,,1,,sales,low,Left,0.41
550,IND24444,11%,0.96,6,298,4,,1,,sales,low,Left,0.11
551,IND19246,75%,0.99,5,254,5,,1,,sales,low,Left,0.75
552,IND43133,82%,0.85,5,248,5,,1,,sales,low,Left,0.82
553,IND16492,79%,1,5,257,6,,1,,sales,low,Left,0.79
554,IND13801,43%,0.53,2,150,3,,1,,sales,low,Left,0.43
555,IND22374,10%,0.9,7,281,4,,1,,sales,low,Left,0.1
556,IND23319,46%,0.48,2,141,3,1,1,,sales,low,Left,0.46
557,IND07666,43%,0.57,2,157,3,,1,,sales,low,Left,0.43
558,IND05958,43%,0.55,2,136,3,,1,,sales,low,Left,0.43
559,IND42430,11%,0.8,7,296,4,,1,,sales,low,Left,0.11
560,IND11284,9%,0.86,6,279,4,,1,,sales,low,Left,0.09
561,IND32630,37%,0.53,2,131,3,,1,,sales,low,Left,0.37
562,IND18923,40%,0.57,2,160,3,,1,,accounting,low,Left,0.4
563,IND38865,10%,0.77,7,291,4,,1,,accounting,low,Left,0.1
564,IND07753,41%,0.53,2,157,3,,1,,accounting,low,Left,0.41
565,IND37573,79%,0.58,3,294,4,,1,,hr,low,Left,0.79
566,IND22209,11%,0.79,7,310,4,,1,,hr,low,Left,0.11
567,IND34918,10%,0.97,6,282,4,,1,,hr,medium,Left,0.1
568,IND41921,44%,0.51,2,134,3,,1,,hr,medium,Left,0.44
569,IND32081,25%,0.46,4,214,4,,1,,technical,medium,Left,0.25
570,IND03208,44%,0.52,2,137,3,,1,,technical,medium,Left,0.44
571,IND16461,73%,1,4,252,5,,1,,technical,medium,Left,0.73
572,IND25142,75%,0.97,5,243,6,,1,,technical,medium,Left,0.75
573,IND20951,36%,0.47,2,148,3,,1,,technical,medium,Left,0.36
574,IND35726,37%,0.49,2,151,3,,1,,technical,medium,Left,0.37
575,IND21419,39%,0.49,2,129,3,,1,,technical,medium,Left,0.39
576,IND38340,48%,0.78,2,198,2,,1,,technical,medium,Left,0.48
577,IND19201,57%,0.72,4,275,6,,1,,technical,medium,Left,0.57
578,IND10739,90%,0.96,5,243,5,,1,,technical,medium,Left,0.9
579,IND16087,39%,0.55,2,159,3,,1,,technical,high,Left,0.39
580,IND27416,44%,0.51,2,145,3,,1,,support,low,Left,0.44
581,IND42741,81%,0.88,5,242,5,,1,,support,medium,Left,0.81
582,IND13319,74%,0.87,5,242,5,,1,,support,medium,Left,0.74
583,IND35549,44%,0.56,2,145,3,,1,,support,medium,Left,0.44
584,IND03706,41%,0.56,2,154,3,,1,1,support,medium,Left,0.41
585,IND07325,40%,0.51,2,139,3,,1,,support,low,Left,0.4
586,IND24154,46%,0.57,2,152,3,,1,,support,low,Left,0.46
587,IND24839,80%,0.83,2,211,3,,1,,support,low,Left,0.8
588,IND02151,87%,0.9,5,258,5,,1,,support,low,Left,0.87
589,IND33393,39%,0.54,2,155,3,,1,,support,low,Left,0.39
590,IND19940,38%,0.55,2,148,3,,1,,support,low,Left,0.38
591,IND20079,66%,0.67,2,255,3,,1,,technical,low,Left,0.66
592,IND28297,10%,0.8,6,264,4,,1,,technical,low,Left,0.1
593,IND27128,37%,0.54,2,132,3,,1,,technical,low,Left,0.37
594,IND31349,10%,0.77,6,255,4,,1,,management,low,Left,0.1
595,IND30700,9%,0.87,5,263,4,,1,,IT,low,Left,0.09
596,IND16587,86%,0.84,5,222,5,,1,,IT,low,Left,0.86
597,IND17677,11%,0.9,6,263,4,,1,,IT,low,Left,0.11
598,IND43324,37%,0.46,2,157,3,,1,,IT,low,Left,0.37
599,IND05241,11%,0.92,7,307,4,,1,,IT,low,Left,0.11
600,IND11317,77%,0.98,5,259,6,,1,,product_mng,low,Left,0.77
601,IND14551,84%,0.94,5,222,6,,1,,product_mng,low,Left,0.84
602,IND21230,10%,0.84,7,250,4,,1,,product_mng,low,Left,0.1
603,IND17743,83%,0.9,5,245,5,,1,,product_mng,low,Left,0.83
604,IND32407,11%,0.79,6,292,4,,1,,IT,low,Left,0.11
605,IND32944,86%,0.92,5,252,5,,1,,RandD,low,Left,0.86
606,IND12205,38%,0.56,2,161,3,,1,,RandD,medium,Left,0.38
607,IND10813,11%,0.88,5,250,4,,1,,RandD,medium,Left,0.11
608,IND03680,45%,0.49,2,134,3,,1,,RandD,medium,Left,0.45
609,IND20607,10%,0.85,7,279,4,,1,,RandD,medium,Left,0.1
610,IND42900,9%,0.95,7,256,4,,1,,marketing,medium,Left,0.09
611,IND02098,39%,0.53,2,127,3,,1,,sales,medium,Left,0.39
612,IND14635,37%,0.47,2,138,3,1,1,,accounting,medium,Left,0.37
613,IND37664,81%,0.97,5,243,5,,1,,support,medium,Left,0.81
614,IND40998,9%,0.9,7,296,4,,1,,technical,medium,Left,0.09
615,IND04086,10%,0.88,7,267,4,,1,,management,medium,Left,0.1
616,IND04143,39%,0.49,2,144,3,,1,,marketing,medium,Left,0.39
617,IND10847,83%,0.95,4,251,5,,1,,marketing,medium,Left,0.83
618,IND29768,45%,0.57,2,148,3,,1,,marketing,high,Left,0.45
619,IND31261,43%,0.51,2,141,3,,1,,sales,low,Left,0.43
620,IND08542,80%,0.75,3,268,2,,1,,sales,medium,Left,0.8
621,IND21159,10%,0.86,6,247,4,,1,,sales,medium,Left,0.1
622,IND31162,10%,0.55,2,247,4,,1,,sales,medium,Left,0.1
623,IND31717,36%,0.52,2,146,3,,1,,sales,medium,Left,0.36
624,IND38105,38%,0.5,2,140,3,,1,,sales,low,Left,0.38
625,IND23662,78%,0.98,5,263,6,,1,,sales,low,Left,0.78
626,IND34816,44%,0.49,2,145,3,,1,,sales,low,Left,0.44
627,IND40837,41%,0.46,2,156,3,1,1,,sales,low,Left,0.41
628,IND12932,72%,0.85,5,244,6,,1,,sales,low,Left,0.72
629,IND27664,46%,0.54,2,144,3,,1,,sales,low,Left,0.46
630,IND36381,10%,0.9,7,286,4,,1,,sales,low,Left,0.1
631,IND02182,34%,0.67,4,141,2,,1,,sales,low,Left,0.34
632,IND20126,11%,0.89,6,260,5,,1,,sales,low,Left,0.11
633,IND26713,38%,0.56,2,154,3,,1,,sales,low,Left,0.38
634,IND20093,82%,0.92,5,225,5,,1,,sales,low,Left,0.82
635,IND08930,39%,0.57,2,127,3,,1,,sales,low,Left,0.39
636,IND04848,44%,0.53,2,140,3,,1,,sales,low,Left,0.44
637,IND08979,43%,0.52,2,147,3,,1,,sales,low,Left,0.43
638,IND21075,84%,0.83,4,227,5,,1,,accounting,low,Left,0.84
639,IND34888,43%,0.48,2,153,3,,1,,accounting,low,Left,0.43
640,IND41175,37%,0.52,2,128,3,,1,,accounting,low,Left,0.37
641,IND26403,74%,0.97,4,228,5,,1,,hr,low,Left,0.74
642,IND32796,73%,0.97,5,235,5,,1,,hr,low,Left,0.73
643,IND10497,37%,0.47,2,148,3,,1,,hr,low,Left,0.37
644,IND20374,58%,0.62,4,238,3,,1,,hr,low,Left,0.58
645,IND07668,40%,0.54,2,141,3,,1,,technical,medium,Left,0.4
646,IND17972,51%,0.83,5,249,4,,1,,technical,medium,Left,0.51
647,IND0921,46%,0.5,2,151,3,,1,,technical,medium,Left,0.46
648,IND43921,45%,0.54,2,129,3,,1,,technical,medium,Left,0.45
649,IND09833,46%,0.5,2,156,3,,1,,technical,medium,Left,0.46
650,IND22192,39%,0.45,2,134,3,,1,,technical,medium,Left,0.39
651,IND32249,9%,0.88,6,269,4,,1,,technical,medium,Left,0.09
652,IND34388,9%,0.77,6,290,4,,1,,technical,medium,Left,0.09
653,IND01733,37%,0.51,2,132,3,,1,,technical,medium,Left,0.37
654,IND03272,10%,0.89,7,308,4,,1,,technical,medium,Left,0.1
655,IND04269,77%,1,4,232,5,,1,,technical,medium,Left,0.77
656,IND02615,79%,0.86,5,235,5,,1,,support,medium,Left,0.79
657,IND43208,43%,0.55,2,130,3,,1,,support,high,Left,0.43
658,IND35622,38%,0.53,2,146,3,,1,,support,low,Left,0.38
659,IND41956,77%,0.91,5,221,6,,1,,support,medium,Left,0.77
660,IND18926,44%,0.5,2,130,3,,1,,support,medium,Left,0.44
661,IND13053,39%,0.46,2,136,3,,1,,support,medium,Left,0.39
662,IND13181,78%,0.89,5,274,6,,1,,support,medium,Left,0.78
663,IND37399,10%,0.79,6,256,5,,1,,support,low,Left,0.1
664,IND24064,10%,0.77,5,276,4,,1,,support,low,Left,0.1
665,IND40964,75%,0.85,5,267,5,,1,,support,low,Left,0.75
666,IND42333,46%,0.62,6,213,3,,1,,support,low,Left,0.46
667,IND30739,91%,0.97,4,274,6,,1,,technical,low,Left,0.91
668,IND32985,10%,0.92,6,258,4,,1,,technical,low,Left,0.1
669,IND04681,72%,0.6,3,153,5,,1,,technical,low,Left,0.72
670,IND20017,11%,0.95,6,245,4,,1,,management,low,Left,0.11
671,IND44990,11%,0.94,6,264,4,,1,,IT,low,Left,0.11
672,IND18895,46%,0.57,2,154,3,,1,,IT,low,Left,0.46
673,IND02028,37%,0.46,2,149,3,,1,,IT,low,Left,0.37
674,IND19751,46%,0.5,2,157,3,,1,,IT,low,Left,0.46
675,IND35591,43%,0.57,2,127,3,,1,,IT,low,Left,0.43
676,IND19736,11%,0.82,6,270,4,,1,,product_mng,low,Left,0.11
677,IND20998,73%,0.89,5,236,6,,1,,product_mng,low,Left,0.73
678,IND25336,43%,0.47,2,158,3,,1,,product_mng,low,Left,0.43
679,IND03883,86%,1,5,229,5,,1,,product_mng,low,Left,0.86
680,IND19525,10%,0.83,6,269,4,,1,,IT,low,Left,0.1
681,IND23659,40%,0.49,2,128,3,,1,,sales,low,Left,0.4
682,IND30109,11%,0.87,7,278,4,,1,,sales,low,Left,0.11
683,IND32952,86%,0.98,3,158,5,,1,,sales,low,Left,0.86
684,IND38166,42%,1,3,202,3,,1,,sales,medium,Left,0.42
685,IND42564,79%,0.84,4,240,5,,1,,sales,medium,Left,0.79
686,IND02877,10%,0.96,7,255,4,,1,,marketing,medium,Left,0.1
687,IND04457,9%,0.92,7,254,4,,1,,sales,medium,Left,0.09
688,IND06989,9%,0.82,6,257,4,,1,,accounting,medium,Left,0.09
689,IND01598,87%,1,4,228,5,,1,,support,medium,Left,0.87
690,IND13179,36%,0.49,2,145,3,,1,,technical,medium,Left,0.36
691,IND32075,42%,0.75,3,218,4,,1,,management,medium,Left,0.42
692,IND35219,84%,0.86,5,268,5,,1,,marketing,medium,Left,0.84
693,IND15759,10%,0.83,6,278,4,,1,,marketing,medium,Left,0.1
694,IND37483,78%,0.71,3,249,5,,1,,marketing,medium,Left,0.78
695,IND25668,35%,0.99,3,236,4,,1,,sales,medium,Left,0.35
696,IND44321,10%,0.81,7,291,4,,1,,sales,high,Left,0.1
697,IND10444,11%,0.8,6,306,4,,1,,sales,low,Left,0.11
698,IND20564,43%,0.48,2,135,3,,1,,sales,medium,Left,0.43
699,IND01572,38%,0.45,2,156,3,,1,,sales,medium,Left,0.38
700,IND34273,46%,0.54,2,143,3,,1,,sales,medium,Left,0.46
701,IND38832,89%,0.82,4,243,5,,1,,sales,medium,Left,0.89
702,IND20145,45%,0.5,2,147,3,,1,,sales,low,Left,0.45
703,IND03101,44%,0.53,2,159,3,,1,,sales,low,Left,0.44
704,IND10512,74%,0.54,5,216,3,,1,,sales,low,Left,0.74
705,IND41127,45%,0.54,2,152,3,,1,,sales,low,Left,0.45
706,IND07192,79%,0.93,4,226,5,,1,,sales,low,Left,0.79
707,IND07581,79%,0.91,5,271,5,,1,,sales,low,Left,0.79
708,IND08629,11%,0.87,6,255,4,,1,,sales,low,Left,0.11
709,IND16656,42%,0.48,2,140,3,,1,,sales,low,Left,0.42
710,IND0604,64%,0.9,6,252,2,,1,,sales,low,Left,0.64
711,IND0957,40%,0.55,2,159,3,,1,,sales,low,Left,0.4
712,IND11630,84%,0.98,5,270,5,,1,,sales,low,Left,0.84
713,IND02115,73%,0.92,5,232,5,,1,,sales,low,Left,0.73
714,IND34984,40%,0.51,2,144,3,,1,,accounting,low,Left,0.4
715,IND36130,36%,0.45,2,127,3,,1,,accounting,low,Left,0.36
716,IND41547,43%,0.47,2,131,3,,1,,accounting,low,Left,0.43
717,IND29216,11%,0.78,6,243,4,,1,,hr,low,Left,0.11
718,IND14399,91%,1,5,244,6,,1,,hr,low,Left,0.91
719,IND43458,80%,1,5,260,5,,1,,hr,low,Left,0.8
720,IND11429,42%,0.49,2,139,3,,1,,hr,low,Left,0.42
721,IND37273,31%,0.87,4,184,3,,1,,technical,low,Left,0.31
722,IND39614,44%,0.47,2,130,3,,1,,technical,low,Left,0.44
723,IND07631,38%,0.54,2,135,3,,1,,technical,medium,Left,0.38
724,IND36146,45%,0.56,2,146,3,,1,,technical,medium,Left,0.45
725,IND12275,43%,0.46,2,149,3,,1,,technical,medium,Left,0.43
726,IND25137,45%,0.46,2,153,3,1,1,,technical,medium,Left,0.45
727,IND25767,43%,0.57,2,160,3,,1,,technical,medium,Left,0.43
728,IND28222,43%,0.49,2,160,3,,1,,technical,medium,Left,0.43
729,IND12606,9%,0.83,6,282,4,,1,,technical,medium,Left,0.09
730,IND0353,43%,0.47,2,128,3,,1,,technical,medium,Left,0.43
731,IND09781,79%,0.94,4,232,5,,1,,technical,medium,Left,0.79
732,IND04581,85%,0.58,3,226,2,,1,,support,medium,Left,0.85
733,IND30217,38%,0.45,2,129,3,,1,,support,medium,Left,0.38
734,IND27831,11%,0.92,7,255,4,,1,,support,medium,Left,0.11
735,IND02428,83%,0.99,5,258,5,,1,,support,high,Left,0.83
736,IND11084,81%,0.91,4,229,5,,1,,support,low,Left,0.81
737,IND29035,42%,0.56,2,143,3,,1,,support,medium,Left,0.42
738,IND43286,11%,0.87,6,257,4,,1,,support,medium,Left,0.11
739,IND13466,11%,0.85,7,275,4,,1,,support,medium,Left,0.11
740,IND37486,10%,0.89,7,291,4,,1,,support,medium,Left,0.1
741,IND11298,50%,0.54,5,153,4,,1,,support,low,Left,0.5
742,IND29621,44%,0.49,2,154,3,,1,,support,low,Left,0.44
743,IND27738,11%,0.9,6,301,4,,1,,technical,low,Left,0.11
744,IND36534,39%,0.52,2,134,3,,1,,technical,low,Left,0.39
745,IND40501,11%,0.78,6,245,4,,1,,technical,low,Left,0.11
746,IND25745,36%,0.5,2,132,3,,1,,management,low,Left,0.36
747,IND31873,43%,0.51,2,130,3,,1,,IT,low,Left,0.43
748,IND23980,40%,0.5,2,127,3,,1,,IT,low,Left,0.4
749,IND31948,86%,0.84,4,246,6,,1,,IT,low,Left,0.86
750,IND01852,38%,0.49,2,145,3,,1,,IT,low,Left,0.38
751,IND03304,46%,0.45,2,138,3,,1,1,IT,low,Left,0.46
752,IND15035,37%,0.57,2,129,3,,1,,product_mng,low,Left,0.37
753,IND30146,43%,0.52,2,150,3,,1,,product_mng,low,Left,0.43
754,IND10466,66%,0.93,5,253,5,,1,,product_mng,low,Left,0.66
755,IND18113,37%,0.48,2,160,3,,1,,product_mng,low,Left,0.37
756,IND25911,77%,0.92,5,235,5,,1,,IT,low,Left,0.77
757,IND31320,38%,0.55,2,151,3,,1,,sales,low,Left,0.38
758,IND33674,39%,0.54,2,127,3,,1,,sales,low,Left,0.39
759,IND37293,41%,0.55,2,151,3,,1,,sales,low,Left,0.41
760,IND39444,10%,0.9,7,290,4,,1,,sales,low,Left,0.1
761,IND04627,9%,0.93,6,249,4,,1,,sales,low,Left,0.09
762,IND06005,41%,0.47,2,131,3,,1,,marketing,medium,Left,0.41
